bits,tdi,alpha,product_id,row0,col0,mean_clean_dn,mean_dim_dn,pred_sigma_mean,emp_sigma_mean,ratio
msb,64,1.0,ch2_ohr_nrp_20210401T2200364910_d_img_d18,22784,6144,37.48094177246094,37.48094177246094,1.1521227359771729,1.1409579515457153,0.9903093576431274
msb,64,0.1,ch2_ohr_nrp_20230820T0559124374_d_img_n18,46592,4096,94.22653198242188,9.422653198242188,1.0092509984970093,1.001621961593628,0.9924408793449402
msb,64,0.3,ch2_ohr_nrp_20230820T0559124374_d_img_n18,46592,4096,94.22653198242188,28.267959594726562,1.098164439201355,1.0889009237289429,0.9915645718574524
msb,64,1.0,ch2_ohr_nrp_20230820T0559124374_d_img_n18,46592,4096,94.22653198242188,94.22653198242188,1.382423996925354,1.3704978227615356,0.9913730025291443
msb,64,0.1,ch2_ohr_nrp_20250516T1145499313_d_img_d18,12800,8448,99.98075866699219,9.998076438903809,1.2442089319229126,1.234461784362793,0.9921659827232361
msb,64,0.3,ch2_ohr_nrp_20250516T1145499313_d_img_d18,12800,8448,99.98075866699219,29.99422836303711,1.32195246219635,1.309871792793274,0.9908614754676819
msb,64,1.0,ch2_ohr_nrp_20250516T1145499313_d_img_d18,12800,8448,99.98075866699219,99.98075866699219,1.5818558931350708,1.5699183940887451,0.9924534559249878
msb,64,0.1,ch2_ohr_nrp_20210402T0546284043_d_img_d18,77568,5120,55.58226013183594,5.558226585388184,0.9917634725570679,0.9831761121749878,0.9913412928581238
msb,64,0.3,ch2_ohr_nrp_20210402T0546284043_d_img_d18,77568,5120,55.58226013183594,16.674678802490234,1.0453059673309326,1.0369865894317627,0.9920412302017212
msb,64,1.0,ch2_ohr_nrp_20210402T0546284043_d_img_d18,77568,5120,55.58226013183594,55.58226013183594,1.2212496995925903,1.2111096382141113,0.9916969537734985
msb,64,0.1,ch2_ohr_nrp_20250516T1342347288_d_img_d18,37888,11264,70.63076782226562,7.063076496124268,1.0168888568878174,1.0082300901412964,0.991485059261322
msb,64,0.3,ch2_ohr_nrp_20250516T1342347288_d_img_d18,37888,11264,70.63076782226562,21.189231872558594,1.0834081172943115,1.0734903812408447,0.990845799446106
msb,64,1.0,ch2_ohr_nrp_20250516T1342347288_d_img_d18,37888,11264,70.63076782226562,70.63076782226562,1.3002372980117798,1.2897955179214478,0.9919693470001221
msb,64,0.1,ch2_ohr_nrp_20260330T2317474369_d_img_d18,75520,10496,8.599166870117188,0.8599166870117188,0.9785594940185547,0.9702532291412354,0.9915117621421814
msb,64,0.3,ch2_ohr_nrp_20260330T2317474369_d_img_d18,75520,10496,8.599166870117188,2.5797500610351562,0.986985445022583,0.9801077842712402,0.9930316209793091
msb,64,1.0,ch2_ohr_nrp_20260330T2317474369_d_img_d18,75520,10496,8.599166870117188,8.599166870117188,1.0159673690795898,1.0064306259155273,0.9906131625175476
msb,64,0.1,ch2_ohr_nrp_20250516T0948068899_d_img_d18,13824,4096,77.43641662597656,7.7436418533325195,1.0011101961135864,0.9926832318305969,0.9915823936462402
msb,64,0.3,ch2_ohr_nrp_20250516T0948068899_d_img_d18,13824,4096,77.43641662597656,23.230926513671875,1.0749297142028809,1.0656440258026123,0.9913615584373474
msb,64,1.0,ch2_ohr_nrp_20250516T0948068899_d_img_d18,13824,4096,77.43641662597656,77.43641662597656,1.3136436939239502,1.3025767803192139,0.9915754199028015
msb,64,0.1,ch2_ohr_nrp_20210402T0155096873_d_img_d18,56320,10240,61.47686767578125,6.147686958312988,1.0044972896575928,0.9960108399391174,0.9915515184402466
msb,64,0.3,ch2_ohr_nrp_20210402T0155096873_d_img_d18,56320,10240,61.47686767578125,18.44306182861328,1.0627374649047852,1.0529931783676147,0.9908309578895569
msb,64,1.0,ch2_ohr_nrp_20210402T0155096873_d_img_d18,56320,10240,61.47686767578125,61.47686767578125,1.2524524927139282,1.2421953678131104,0.9918103814125061
msb,64,0.1,ch2_ohr_nrp_20240316T0457443193_d_img_d18,57600,11264,26.671371459960938,2.6671371459960938,0.9956319332122803,0.986840009689331,0.9911695122718811
msb,64,0.3,ch2_ohr_nrp_20240316T0457443193_d_img_d18,57600,11264,26.671371459960938,8.001411437988281,1.021323800086975,1.0132025480270386,0.9920483231544495
msb,64,1.0,ch2_ohr_nrp_20240316T0457443193_d_img_d18,57600,11264,26.671371459960938,26.671371459960938,1.1080663204193115,1.1007328033447266,0.993381679058075
msb,64,0.1,ch2_ohr_nrp_20250516T1145499313_d_img_d18,82176,11264,108.4051513671875,10.84051513671875,1.0348496437072754,1.026003122329712,0.9914513826370239
msb,64,0.3,ch2_ohr_nrp_20250516T1145499313_d_img_d18,82176,11264,108.4051513671875,32.52154541015625,1.1346009969711304,1.1273741722106934,0.9936305284500122
msb,64,1.0,ch2_ohr_nrp_20250516T1145499313_d_img_d18,82176,11264,108.4051513671875,108.4051513671875,1.451882004737854,1.4388635158538818,0.9910333752632141
msb,64,0.1,ch2_ohr_nrp_20250516T1145499313_d_img_d18,61696,3840,79.62890625,7.962890625,1.0239503383636475,1.0123952627182007,0.9887151718139648
msb,64,0.3,ch2_ohr_nrp_20250516T1145499313_d_img_d18,61696,3840,79.62890625,23.888671875,1.098280906677246,1.0894049406051636,0.9919183254241943
msb,64,1.0,ch2_ohr_nrp_20250516T1145499313_d_img_d18,61696,3840,79.62890625,79.62890625,1.3394298553466797,1.3267631530761719,0.9905431866645813
msb,64,0.1,ch2_ohr_nrp_20210331T2033243734_d_img_d18,24832,7168,53.04405212402344,5.304405212402344,0.9951886534690857,0.986305832862854,0.99107426404953
msb,64,0.3,ch2_ohr_nrp_20210331T2033243734_d_img_d18,24832,7168,53.04405212402344,15.913216590881348,1.0459656715393066,1.0374867916107178,0.9918937087059021
msb,64,1.0,ch2_ohr_nrp_20210331T2033243734_d_img_d18,24832,7168,53.04405212402344,53.04405212402344,1.2127407789230347,1.2008404731750488,0.9901872873306274
msb,64,0.1,ch2_ohr_nrp_20230302T1959055531_d_img_n18,33024,1792,47.06939697265625,4.706939697265625,1.0006284713745117,0.9924991130828857,0.9918757677078247
msb,64,0.3,ch2_ohr_nrp_20230302T1959055531_d_img_n18,33024,1792,47.06939697265625,14.120819091796875,1.045512318611145,1.037886619567871,0.9927062392234802
msb,64,1.0,ch2_ohr_nrp_20230302T1959055531_d_img_n18,33024,1792,47.06939697265625,47.06939697265625,1.1938297748565674,1.1854374408721924,0.9929702281951904
msb,64,0.1,ch2_ohr_nrp_20250612T2229094979_d_img_d18,57088,3840,134.24559020996094,13.424558639526367,1.0498089790344238,1.0413107872009277,0.9919050335884094
msb,64,0.3,ch2_ohr_nrp_20250612T2229094979_d_img_d18,57088,3840,134.24559020996094,40.273677825927734,1.171910047531128,1.1602323055267334,0.9900352954864502
msb,64,1.0,ch2_ohr_nrp_20250612T2229094979_d_img_d18,57088,3840,134.24559020996094,134.24559020996094,1.557145357131958,1.5435142517089844,0.9912461042404175
msb,64,0.1,ch2_ohr_nrp_20210405T1606536730_d_img_d18,61184,1280,41.76707458496094,4.1767072677612305,0.9813098907470703,0.9713357090950012,0.9898358583450317
msb,64,0.3,ch2_ohr_nrp_20210405T1606536730_d_img_d18,61184,1280,41.76707458496094,12.530122756958008,1.0220322608947754,1.0126824378967285,0.9908517599105835
msb,64,1.0,ch2_ohr_nrp_20210405T1606536730_d_img_d18,61184,1280,41.76707458496094,41.76707458496094,1.1574299335479736,1.147247552871704,0.9912025928497314
msb,64,0.1,ch2_ohr_nrp_20250516T1145499313_d_img_d18,13568,3072,108.72328186035156,10.87232780456543,1.023902416229248,1.0144941806793213,0.9908114075660706
msb,64,0.3,ch2_ohr_nrp_20250516T1145499313_d_img_d18,13568,3072,108.72328186035156,32.61698532104492,1.1249852180480957,1.1159062385559082,0.9919297099113464
msb,64,1.0,ch2_ohr_nrp_20250516T1145499313_d_img_d18,13568,3072,108.72328186035156,108.72328186035156,1.4464887380599976,1.434417963027954,0.9916551113128662
